Date,Stage,Flow
2021-07-01 13:10,1.192,8.51
2021-07-01 13:15,1.192,8.51
2021-07-01 13:20,1.191,8.48
2021-07-01 13:25,1.19,8.45
2021-07-01 13:30,1.19,8.45
2021-07-01 13:35,1.19,8.45
2021-07-01 13:40,1.191,8.48
2021-07-01 13:45,1.191,8.48
2021-07-01 13:50,1.189,8.42
2021-07-01 13:55,1.19,8.45
2021-07-01 14:00,1.189,8.42
2021-07-01 14:05,1.189,8.42
2021-07-01 14:10,1.186,8.32
2021-07-01 14:15,1.188,8.39
2021-07-01 14:20,1.186,8.32
2021-07-01 14:25,1.186,8.32
2021-07-01 14:30,1.186,8.32
2021-07-01 14:35,1.185,8.29
2021-07-01 14:40,1.186,8.32
2021-07-01 14:45,1.184,8.26
2021-07-01 14:50,1.184,8.26
2021-07-01 14:55,1.184,8.26
2021-07-01 15:00,1.182,8.2
2021-07-01 15:05,1.183,8.23
2021-07-01 15:10,1.182,8.2
2021-07-01 15:15,1.183,8.23
2021-07-01 15:20,1.182,8.2
2021-07-01 15:25,1.182,8.2
2021-07-01 15:30,1.18,8.14
2021-07-01 15:35,1.18,8.14
2021-07-01 15:40,1.181,8.17
2021-07-01 15:45,1.18,8.14
2021-07-01 15:50,1.18,8.14
2021-07-01 15:55,1.18,8.14
2021-07-01 16:00,1.179,8.11
2021-07-01 16:05,1.178,8.08
2021-07-01 16:10,1.18,8.14
2021-07-01 16:15,1.179,8.11
2021-07-01 16:20,1.178,8.08
2021-07-01 16:25,1.178,8.08
2021-07-01 16:30,1.179,8.11
2021-07-01 16:35,1.177,8.05
2021-07-01 16:40,1.177,8.05
2021-07-01 16:45,1.177,8.05
2021-07-01 16:50,1.177,8.05
2021-07-01 16:55,1.176,8.02
2021-07-01 17:00,1.176,8.02
2021-07-01 17:05,1.176,8.02
2021-07-01 17:10,1.176,8.02
2021-07-01 17:15,1.176,8.02
2021-07-01 17:20,1.175,7.99
2021-07-01 17:25,1.176,8.02
2021-07-01 17:30,1.175,7.99
2021-07-01 17:35,1.175,7.99
2021-07-01 17:40,1.175,7.99
2021-07-01 17:45,1.173,7.93
2021-07-01 17:50,1.173,7.93
2021-07-01 17:55,1.174,7.96
2021-07-01 18:00,1.175,7.99
2021-07-01 18:05,1.173,7.93
2021-07-01 18:10,1.173,7.93
2021-07-01 18:15,1.172,7.9
2021-07-01 18:20,1.172,7.9
2021-07-01 18:25,1.171,7.87
2021-07-01 18:30,1.171,7.87
2021-07-01 18:35,1.171,7.87
2021-07-01 18:40,1.172,7.9
2021-07-01 18:45,1.172,7.9
2021-07-01 18:50,1.172,7.9
2021-07-01 18:55,1.171,7.87
2021-07-01 19:00,1.171,7.87
2021-07-01 19:05,1.171,7.87
2021-07-01 19:10,1.17,7.84
2021-07-01 19:15,1.169,7.82
2021-07-01 19:20,1.171,7.87
2021-07-01 19:25,1.169,7.82
2021-07-01 19:30,1.169,7.82
2021-07-01 19:35,1.17,7.84
2021-07-01 19:40,1.169,7.82
2021-07-01 19:45,1.169,7.82
2021-07-01 19:50,1.168,7.79
2021-07-01 19:55,1.168,7.79
2021-07-01 20:00,1.169,7.82
2021-07-01 20:05,1.168,7.79
2021-07-01 20:10,1.169,7.82
2021-07-01 20:15,1.168,7.79
2021-07-01 20:20,1.168,7.79
2021-07-01 20:25,1.167,7.76
2021-07-01 20:30,1.168,7.79
2021-07-01 20:35,1.166,7.73
2021-07-01 20:40,1.167,7.76
2021-07-01 20:45,1.167,7.76
2021-07-01 20:50,1.166,7.73
2021-07-01 20:55,1.167,7.76
2021-07-01 21:00,1.168,7.79
2021-07-01 21:05,1.167,7.76
2021-07-01 21:10,1.166,7.73
2021-07-01 21:15,1.166,7.73
2021-07-01 21:20,1.167,7.76
2021-07-01 21:25,1.166,7.73
2021-07-01 21:30,1.165,7.7
2021-07-01 21:35,1.166,7.73
2021-07-01 21:40,1.165,7.7
2021-07-01 21:45,1.165,7.7
2021-07-01 21:50,1.165,7.7
2021-07-01 21:55,1.164,7.67
2021-07-01 22:00,1.165,7.7
2021-07-01 22:05,1.164,7.67
2021-07-01 22:10,1.165,7.7
2021-07-01 22:15,1.164,7.67
2021-07-01 22:20,1.164,7.67
2021-07-01 22:25,1.163,7.64
2021-07-01 22:30,1.164,7.67
2021-07-01 22:35,1.164,7.67
2021-07-01 22:40,1.163,7.64
2021-07-01 22:45,1.164,7.67
2021-07-01 22:50,1.164,7.67
2021-07-01 22:55,1.164,7.67
2021-07-01 23:00,1.164,7.67
2021-07-01 23:05,1.162,7.61
2021-07-01 23:10,1.163,7.64
2021-07-01 23:15,1.162,7.61
2021-07-01 23:20,1.162,7.61
2021-07-01 23:25,1.161,7.58
2021-07-01 23:30,1.161,7.58
2021-07-01 23:35,1.161,7.58
2021-07-01 23:40,1.162,7.61
2021-07-01 23:45,1.161,7.58
2021-07-01 23:50,1.161,7.58
2021-07-01 23:55,1.161,7.58
2021-07-02 0:00,1.161,7.58
2021-07-02 0:05,1.161,7.58
2021-07-02 0:10,1.161,7.58
2021-07-02 0:15,1.161,7.58
2021-07-02 0:20,1.161,7.58
2021-07-02 0:25,1.161,7.58
2021-07-02 0:30,1.161,7.58
2021-07-02 0:35,1.161,7.58
2021-07-02 0:40,1.161,7.58
2021-07-02 0:45,1.161,7.58
2021-07-02 0:50,1.16,7.55
2021-07-02 0:55,1.161,7.58
2021-07-02 1:00,1.16,7.55
2021-07-02 1:05,1.16,7.55
2021-07-02 1:10,1.16,7.55
2021-07-02 1:15,1.16,7.55
2021-07-02 1:20,1.16,7.55
2021-07-02 1:25,1.159,7.53
2021-07-02 1:30,1.158,7.5
2021-07-02 1:35,1.157,7.47
2021-07-02 1:40,1.159,7.53
2021-07-02 1:45,1.159,7.53
2021-07-02 1:50,1.158,7.5
2021-07-02 1:55,1.158,7.5
2021-07-02 2:00,1.158,7.5
2021-07-02 2:05,1.157,7.47
2021-07-02 2:10,1.157,7.47
2021-07-02 2:15,1.157,7.47
2021-07-02 2:20,1.158,7.5
2021-07-02 2:25,1.157,7.47
2021-07-02 2:30,1.157,7.47
2021-07-02 2:35,1.156,7.44
2021-07-02 2:40,1.156,7.44
2021-07-02 2:45,1.156,7.44
2021-07-02 2:50,1.156,7.44
2021-07-02 2:55,1.156,7.44
2021-07-02 3:00,1.156,7.44
2021-07-02 3:05,1.157,7.47
2021-07-02 3:10,1.155,7.41
2021-07-02 3:15,1.157,7.47
2021-07-02 3:20,1.155,7.41
2021-07-02 3:25,1.154,7.38
2021-07-02 3:30,1.154,7.38
2021-07-02 3:35,1.154,7.38
2021-07-02 3:40,1.155,7.41
2021-07-02 3:45,1.154,7.38
2021-07-02 3:50,1.155,7.41
2021-07-02 3:55,1.153,7.35
2021-07-02 4:00,1.153,7.35
2021-07-02 4:05,1.153,7.35
2021-07-02 4:10,1.153,7.35
2021-07-02 4:15,1.153,7.35
2021-07-02 4:20,1.153,7.35
2021-07-02 4:25,1.152,7.33
2021-07-02 4:30,1.152,7.33
2021-07-02 4:35,1.152,7.33
2021-07-02 4:40,1.152,7.33
2021-07-02 4:45,1.152,7.33
2021-07-02 4:50,1.151,7.3
2021-07-02 4:55,1.151,7.3
2021-07-02 5:00,1.151,7.3
2021-07-02 5:05,1.152,7.33
2021-07-02 5:10,1.151,7.3
2021-07-02 5:15,1.15,7.27
2021-07-02 5:20,1.151,7.3
2021-07-02 5:25,1.15,7.27
2021-07-02 5:30,1.151,7.3
2021-07-02 5:35,1.152,7.33
2021-07-02 5:40,1.15,7.27
2021-07-02 5:45,1.149,7.24
2021-07-02 5:50,1.15,7.27
2021-07-02 5:55,1.148,7.21
2021-07-02 6:00,1.148,7.21
2021-07-02 6:05,1.149,7.24
2021-07-02 6:10,1.148,7.21
2021-07-02 6:15,1.148,7.21
2021-07-02 6:20,1.147,7.19
2021-07-02 6:25,1.147,7.19
2021-07-02 6:30,1.147,7.19
2021-07-02 6:35,1.147,7.19
2021-07-02 6:40,1.148,7.21
2021-07-02 6:45,1.147,7.19
2021-07-02 6:50,1.146,7.16
2021-07-02 6:55,1.146,7.16
2021-07-02 7:00,1.146,7.16
2021-07-02 7:05,1.146,7.16
2021-07-02 7:10,1.146,7.16
2021-07-02 7:15,1.146,7.16
2021-07-02 7:20,1.146,7.16
2021-07-02 7:25,1.146,7.16
2021-07-02 7:30,1.145,7.13
2021-07-02 7:35,1.146,7.16
2021-07-02 7:40,1.145,7.13
2021-07-02 7:45,1.146,7.16
2021-07-02 7:50,1.145,7.13
2021-07-02 7:55,1.143,7.07
2021-07-02 8:00,1.143,7.07
2021-07-02 8:05,1.144,7.1
2021-07-02 8:10,1.145,7.13
2021-07-02 8:15,1.144,7.1
2021-07-02 8:20,1.143,7.07
2021-07-02 8:25,1.143,7.07
2021-07-02 8:30,1.143,7.07
2021-07-02 8:35,1.144,7.1
2021-07-02 8:40,1.144,7.1
2021-07-02 8:45,1.143,7.07
2021-07-02 8:50,1.142,7.05
2021-07-02 8:55,1.142,7.05
2021-07-02 9:00,1.142,7.05
2021-07-02 9:05,1.143,7.07
2021-07-02 9:10,1.141,7.02
2021-07-02 9:15,1.142,7.05
2021-07-02 9:20,1.14,6.99
2021-07-02 9:25,1.141,7.02
2021-07-02 9:30,1.141,7.02
2021-07-02 9:35,1.141,7.02
2021-07-02 9:40,1.14,6.99
2021-07-02 9:45,1.139,6.96
2021-07-02 9:50,1.14,6.99
2021-07-02 9:55,1.139,6.96
2021-07-02 10:00,1.139,6.96
2021-07-02 10:05,1.14,6.99
2021-07-02 10:10,1.14,6.99
2021-07-02 10:15,1.14,6.99
2021-07-02 10:20,1.138,6.94
2021-07-02 10:25,1.137,6.91
2021-07-02 10:30,1.137,6.91
2021-07-02 10:35,1.137,6.91
2021-07-02 10:40,1.137,6.91
2021-07-02 10:45,1.138,6.94
2021-07-02 10:50,1.136,6.88
2021-07-02 10:55,1.138,6.94
2021-07-02 11:00,1.136,6.88
2021-07-02 11:05,1.136,6.88
2021-07-02 11:10,1.136,6.88
2021-07-02 11:15,1.135,6.86
2021-07-02 11:20,1.136,6.88
2021-07-02 11:25,1.135,6.86
2021-07-02 11:30,1.134,6.83
2021-07-02 11:35,1.135,6.86
2021-07-02 11:40,1.134,6.83
2021-07-02 11:45,1.136,6.88
2021-07-02 11:50,1.134,6.83
2021-07-02 11:55,1.133,6.8
2021-07-02 12:00,1.133,6.8
2021-07-02 12:05,1.136,6.88
2021-07-02 12:10,1.133,6.8
2021-07-02 12:15,1.132,6.77
2021-07-02 12:20,1.135,6.86
2021-07-02 12:25,1.132,6.77
2021-07-02 12:30,1.133,6.8
2021-07-02 12:35,1.133,6.8
2021-07-02 12:40,1.132,6.77
2021-07-02 12:45,1.132,6.77
2021-07-02 12:50,1.132,6.77
2021-07-02 12:55,1.133,6.8
2021-07-02 13:00,1.132,6.77
2021-07-02 13:05,1.132,6.77
2021-07-02 13:10,1.132,6.78
2021-07-02 13:15,1.131,6.75
2021-07-02 13:20,1.13,6.72
2021-07-02 13:25,1.13,6.72
2021-07-02 13:30,1.131,6.75
2021-07-02 13:35,1.131,6.75
2021-07-02 13:40,1.13,6.72
2021-07-02 13:45,1.13,6.72
2021-07-02 13:50,1.128,6.67
2021-07-02 13:55,1.129,6.69
2021-07-02 14:00,1.128,6.67
2021-07-02 14:05,1.127,6.64
2021-07-02 14:10,1.129,6.69
2021-07-02 14:15,1.129,6.69
2021-07-02 14:20,1.127,6.64
2021-07-02 14:25,1.127,6.64
2021-07-02 14:30,1.128,6.67
2021-07-02 14:35,1.127,6.64
2021-07-02 14:40,1.128,6.67
2021-07-02 14:45,1.127,6.64
2021-07-02 14:50,1.127,6.64
2021-07-02 14:55,1.126,6.61
2021-07-02 15:00,1.125,6.59
2021-07-02 15:05,1.126,6.61
2021-07-02 15:10,1.127,6.64
2021-07-02 15:15,1.125,6.59
2021-07-02 15:20,1.124,6.56
2021-07-02 15:25,1.125,6.59
2021-07-02 15:30,1.126,6.61
2021-07-02 15:35,1.124,6.56
2021-07-02 15:40,1.124,6.56
2021-07-02 15:45,1.124,6.56
2021-07-02 15:50,1.122,6.51
2021-07-02 15:55,1.123,6.54
2021-07-02 16:00,1.122,6.51
2021-07-02 16:05,1.122,6.51
2021-07-02 16:10,1.123,6.54
2021-07-02 16:15,1.122,6.51
2021-07-02 16:20,1.122,6.51
2021-07-02 16:25,1.12,6.46
2021-07-02 16:30,1.123,6.54
2021-07-02 16:35,1.121,6.48
2021-07-02 16:40,1.12,6.46
2021-07-02 16:45,1.121,6.48
2021-07-02 16:50,1.122,6.51
2021-07-02 16:55,1.122,6.51
2021-07-02 17:00,1.12,6.46
2021-07-02 17:05,1.119,6.43
2021-07-02 17:10,1.121,6.48
2021-07-02 17:15,1.12,6.46
2021-07-02 17:20,1.119,6.43
2021-07-02 17:25,1.119,6.43
2021-07-02 17:30,1.119,6.43
2021-07-02 17:35,1.12,6.46
2021-07-02 17:40,1.118,6.4
2021-07-02 17:45,1.12,6.46
2021-07-02 17:50,1.118,6.4
2021-07-02 17:55,1.116,6.35
2021-07-02 18:00,1.116,6.35
2021-07-02 18:05,1.117,6.38
2021-07-02 18:10,1.118,6.4
2021-07-02 18:15,1.117,6.38
2021-07-02 18:20,1.117,6.38
2021-07-02 18:25,1.117,6.38
2021-07-02 18:30,1.117,6.38
2021-07-02 18:35,1.116,6.35
2021-07-02 18:40,1.117,6.38
2021-07-02 18:45,1.116,6.35
2021-07-02 18:50,1.116,6.35
2021-07-02 18:55,1.116,6.35
2021-07-02 19:00,1.116,6.35
2021-07-02 19:05,1.116,6.35
2021-07-02 19:10,1.116,6.35
2021-07-02 19:15,1.115,6.33
2021-07-02 19:20,1.116,6.35
2021-07-02 19:25,1.117,6.38
2021-07-02 19:30,1.116,6.35
2021-07-02 19:35,1.114,6.3
2021-07-02 19:40,1.115,6.33
2021-07-02 19:45,1.115,6.33
2021-07-02 19:50,1.116,6.35
2021-07-02 19:55,1.116,6.35
2021-07-02 20:00,1.116,6.35
2021-07-02 20:05,1.114,6.3
2021-07-02 20:10,1.115,6.33
2021-07-02 20:15,1.114,6.3
2021-07-02 20:20,1.114,6.3
2021-07-02 20:25,1.115,6.33
2021-07-02 20:30,1.113,6.28
2021-07-02 20:35,1.115,6.33
2021-07-02 20:40,1.115,6.33
2021-07-02 20:45,1.116,6.35
2021-07-02 20:50,1.115,6.33
2021-07-02 20:55,1.113,6.28
2021-07-02 21:00,1.114,6.3
2021-07-02 21:05,1.114,6.3
2021-07-02 21:10,1.116,6.35
2021-07-02 21:15,1.115,6.33
2021-07-02 21:20,1.115,6.33
2021-07-02 21:25,1.114,6.3
2021-07-02 21:30,1.114,6.3
2021-07-02 21:35,1.113,6.28
2021-07-02 21:40,1.115,6.33
2021-07-02 21:45,1.113,6.28
2021-07-02 21:50,1.114,6.3
2021-07-02 21:55,1.112,6.25
2021-07-02 22:00,1.113,6.28
2021-07-02 22:05,1.114,6.3
2021-07-02 22:10,1.112,6.25
2021-07-02 22:15,1.113,6.28
2021-07-02 22:20,1.112,6.25
2021-07-02 22:25,1.115,6.33
2021-07-02 22:30,1.114,6.3
2021-07-02 22:35,1.112,6.25
2021-07-02 22:40,1.114,6.3
2021-07-02 22:45,1.113,6.28
2021-07-02 22:50,1.114,6.3
2021-07-02 22:55,1.114,6.3
2021-07-02 23:00,1.115,6.33
2021-07-02 23:05,1.113,6.28
2021-07-02 23:10,1.111,6.22
2021-07-02 23:15,1.112,6.25
2021-07-02 23:20,1.113,6.28
2021-07-02 23:25,1.112,6.25
2021-07-02 23:30,1.112,6.25
2021-07-02 23:35,1.112,6.25
2021-07-02 23:40,1.114,6.3
2021-07-02 23:45,1.114,6.3
2021-07-02 23:50,1.113,6.28
2021-07-02 23:55,1.113,6.28
2021-07-03 0:00,1.112,6.25
2021-07-03 0:05,1.112,6.25
2021-07-03 0:10,1.114,6.3
2021-07-03 0:15,1.111,6.22
2021-07-03 0:20,1.112,6.25
2021-07-03 0:25,1.113,6.28
2021-07-03 0:30,1.112,6.25
2021-07-03 0:35,1.111,6.22
2021-07-03 0:40,1.113,6.28
2021-07-03 0:45,1.112,6.25
2021-07-03 0:50,1.112,6.25
2021-07-03 0:55,1.112,6.25
2021-07-03 1:00,1.112,6.25
2021-07-03 1:05,1.111,6.22
2021-07-03 1:10,1.115,6.33
2021-07-03 1:15,1.113,6.28
2021-07-03 1:20,1.115,6.33
2021-07-03 1:25,1.111,6.22
2021-07-03 1:30,1.111,6.22
2021-07-03 1:35,1.113,6.28
2021-07-03 1:40,1.113,6.28
2021-07-03 1:45,1.112,6.25
2021-07-03 1:50,1.112,6.25
2021-07-03 1:55,1.114,6.3
2021-07-03 2:00,1.111,6.22
2021-07-03 2:05,1.113,6.28
2021-07-03 2:10,1.114,6.3
2021-07-03 2:15,1.113,6.28
2021-07-03 2:20,1.112,6.25
2021-07-03 2:25,1.113,6.28
2021-07-03 2:30,1.113,6.28
2021-07-03 2:35,1.112,6.25
2021-07-03 2:40,1.112,6.25
2021-07-03 2:45,1.113,6.28
2021-07-03 2:50,1.112,6.25
2021-07-03 2:55,1.112,6.25
2021-07-03 3:00,1.111,6.22
2021-07-03 3:05,1.114,6.3
2021-07-03 3:10,1.114,6.3
2021-07-03 3:15,1.113,6.28
2021-07-03 3:20,1.111,6.22
2021-07-03 3:25,1.111,6.22
2021-07-03 3:30,1.113,6.28
2021-07-03 3:35,1.113,6.28
2021-07-03 3:40,1.111,6.22
2021-07-03 3:45,1.113,6.28
2021-07-03 3:50,1.113,6.28
2021-07-03 3:55,1.113,6.28
2021-07-03 4:00,1.112,6.25
2021-07-03 4:05,1.112,6.25
2021-07-03 4:10,1.112,6.25
2021-07-03 4:15,1.11,6.2
2021-07-03 4:20,1.111,6.22
2021-07-03 4:25,1.11,6.2
2021-07-03 4:30,1.109,6.17
2021-07-03 4:35,1.111,6.22
2021-07-03 4:40,1.109,6.17
2021-07-03 4:45,1.11,6.2
2021-07-03 4:50,1.11,6.2
2021-07-03 4:55,1.111,6.22
2021-07-03 5:00,1.11,6.2
2021-07-03 5:05,1.11,6.2
2021-07-03 5:10,1.108,6.15
2021-07-03 5:15,1.109,6.17
2021-07-03 5:20,1.111,6.22
2021-07-03 5:25,1.109,6.17
2021-07-03 5:30,1.109,6.17
2021-07-03 5:35,1.108,6.15
2021-07-03 5:40,1.11,6.2
2021-07-03 5:45,1.11,6.2
2021-07-03 5:50,1.11,6.2
2021-07-03 5:55,1.108,6.15
2021-07-03 6:00,1.109,6.17
2021-07-03 6:05,1.108,6.15
2021-07-03 6:10,1.11,6.2
2021-07-03 6:15,1.107,6.12
2021-07-03 6:20,1.108,6.15
2021-07-03 6:25,1.109,6.17
2021-07-03 6:30,1.107,6.12
2021-07-03 6:35,1.106,6.1
2021-07-03 6:40,1.107,6.12
2021-07-03 6:45,1.107,6.12
2021-07-03 6:50,1.108,6.15
2021-07-03 6:55,1.105,6.07
2021-07-03 7:00,1.108,6.15
2021-07-03 7:05,1.106,6.1
2021-07-03 7:10,1.106,6.1
2021-07-03 7:15,1.11,6.2
2021-07-03 7:20,1.107,6.12
2021-07-03 7:25,1.106,6.1
2021-07-03 7:30,1.105,6.07
2021-07-03 7:35,1.105,6.07
2021-07-03 7:40,1.104,6.05
2021-07-03 7:45,1.105,6.07
2021-07-03 7:50,1.104,6.05
2021-07-03 7:55,1.104,6.05
2021-07-03 8:00,1.103,6.02
2021-07-03 8:05,1.104,6.05
2021-07-03 8:10,1.103,6.02
2021-07-03 8:15,1.104,6.05
2021-07-03 8:20,1.106,6.1
2021-07-03 8:25,1.102,6
2021-07-03 8:30,1.102,6
2021-07-03 8:35,1.102,6
2021-07-03 8:40,1.104,6.05
2021-07-03 8:45,1.105,6.07
2021-07-03 8:50,1.102,6
2021-07-03 8:55,1.102,6
2021-07-03 9:00,1.102,6
2021-07-03 9:05,1.101,5.97
2021-07-03 9:10,1.102,6
2021-07-03 9:15,1.102,6
2021-07-03 9:20,1.101,5.97
2021-07-03 9:25,1.101,5.97
2021-07-03 9:30,1.102,6
2021-07-03 9:35,1.1,5.95
2021-07-03 9:40,1.102,6
2021-07-03 9:45,1.102,6
2021-07-03 9:50,1.099,5.92
2021-07-03 9:55,1.101,5.97
2021-07-03 10:00,1.1,5.95
2021-07-03 10:05,1.1,5.95
2021-07-03 10:10,1.1,5.95
2021-07-03 10:15,1.099,5.92
2021-07-03 10:20,1.101,5.97
2021-07-03 10:25,1.1,5.95
2021-07-03 10:30,1.101,5.97
2021-07-03 10:35,1.102,6
2021-07-03 10:40,1.099,5.92
2021-07-03 10:45,1.1,5.95
2021-07-03 10:50,1.099,5.92
2021-07-03 10:55,1.099,5.92
2021-07-03 11:00,1.097,5.87
2021-07-03 11:05,1.097,5.87
2021-07-03 11:10,1.1,5.95
2021-07-03 11:15,1.096,5.85
2021-07-03 11:20,1.097,5.87
2021-07-03 11:25,1.098,5.9
2021-07-03 11:30,1.097,5.87
2021-07-03 11:35,1.096,5.85
2021-07-03 11:40,1.099,5.92
2021-07-03 11:45,1.095,5.82
2021-07-03 11:50,1.095,5.82
2021-07-03 11:55,1.094,5.8
2021-07-03 12:00,1.095,5.82
2021-07-03 12:05,1.093,5.78
2021-07-03 12:10,1.096,5.85
2021-07-03 12:15,1.097,5.87
2021-07-03 12:20,1.096,5.85
2021-07-03 12:25,1.096,5.85
2021-07-03 12:30,1.095,5.82
2021-07-03 12:35,1.094,5.8
2021-07-03 12:40,1.094,5.8
2021-07-03 12:45,1.093,5.78
2021-07-03 12:50,1.093,5.78
2021-07-03 12:55,1.094,5.8
2021-07-03 13:00,1.093,5.78
2021-07-03 13:05,1.094,5.8
2021-07-03 13:10,1.093,5.78
2021-07-03 13:15,1.093,5.78
